XYDATA,BFII_lipid-000_12-15-25-1,BFII_lipid-004_12-15-25-1,BFII_lipid-008_12-15-25-1,BFII_lipid-012_12-15-25-1,BFII_lipid-016_12-15-25-1,BFII_lipid-020_12-15-25-1,BFII_lipid-024_12-15-25-1,BFII_lipid-028_12-15-25-1,BFII_lipid-032_12-15-25-1,BFII_lipid-036_12-15-25-1,BFII_lipid-040_12-15-25-1
346.0000,2285.44,2205.91,2187.19,1964.54,2040.69,2033.93,2011.67,1993.2,1972.83,1944.87,1910.08
346.5000,2300.68,2219.37,2199.76,1975.47,2050.79,2043.56,2019.7,2000.95,1980.17,1951.26,1916.33
347.0000,2312.33,2229.74,2208.59,1983.06,2058.75,2051.13,2026.3,2006.73,1985.79,1956.29,1921.37
347.5000,2323.92,2240.71,2218.97,1991.3,2066.81,2058.85,2033.46,2012.51,1991.35,1961.6,1925.87
348.0000,2334.39,2249.92,2228.03,1998.28,2073.13,2065.85,2039.45,2017.53,1995.83,1964.73,1928.45
348.5000,2344.89,2259.53,2236.01,2005.19,2079.67,2072.33,2045.59,2022.53,2000.89,1968.3,1931.38
349.0000,2354.46,2268.06,2244.06,2011.34,2085.71,2078.25,2050.41,2026.23,2004.65,1971.33,1934.32
349.5000,2363.14,2276.47,2251.53,2016.49,2090.64,2082.81,2055.12,2029.56,2008.61,1974.23,1936.64
350.0000,2372.57,2284.51,2259.03,2021.31,2095.63,2087.9,2059.15,2032.81,2011.71,1976.44,1938.61
350.5000,2379.94,2290.25,2264.75,2024.93,2100.76,2091.67,2062.2,2034.65,2013.84,1977.93,1938.62
351.0000,2386.6,2296.22,2270.14,2028.67,2105.42,2094.69,2065.23,2035.98,2015.48,1979.27,1938.07
351.5000,2392.24,2300.82,2274.27,2031.23,2107.77,2097.04,2066.77,2037.24,2016.93,1979.55,1938.39
352.0000,2397.83,2305.18,2278.16,2033.88,2110.22,2099.21,2068.65,2038.69,2018.52,1980.05,1938.08
352.5000,2402.38,2308.77,2280.56,2035.31,2111.56,2100.22,2069.19,2038.96,2018.13,1979.64,1937
353.0000,2406.19,2312.31,2283.07,2037.18,2112.55,2100.56,2069.67,2039.08,2017.64,1978.69,1936.01
353.5000,2408.55,2314.58,2285.05,2037,2113.05,2100.4,2069.24,2038.59,2016.53,1977.75,1934.72
354.0000,2410.74,2317.24,2286.28,2037.53,2112.65,2099.42,2068.26,2037.46,2014.06,1976.91,1932.56
354.5000,2412.24,2318.5,2286.97,2037.35,2112.75,2098.93,2066.65,2035.67,2011.2,1974.73,1929.76
355.0000,2413.19,2319.38,2286.5,2036.54,2111.02,2097.75,2064.8,2033.48,2008.73,1971.83,1926.64
355.5000,2413.08,2319.89,2286.5,2035.03,2109.16,2095.76,2061.99,2030.75,2005.57,1969.04,1923.01
356.0000,2412.23,2319.71,2284.9,2033.35,2107.12,2093.91,2059.54,2028.57,2002,1965.78,1919.28
356.5000,2411.29,2318.21,2283.18,2031.17,2104.26,2091.51,2056.61,2025.07,1998.18,1962.1,1915.12
357.0000,2409.75,2316.38,2280.49,2028.14,2101.63,2087.54,2052.87,2020.97,1994.93,1957.57,1910.75
357.5000,2408.55,2314.08,2277.67,2025.51,2098.59,2084.38,2049.03,2017.39,1990.56,1953.03,1905.84
358.0000,2405.68,2310.45,2273.61,2021.8,2094.53,2079.45,2044.04,2012.9,1984.94,1948.25,1900.16
358.5000,2402.41,2306.92,2269.91,2017.7,2088.88,2074.98,2039.37,2007.35,1978.66,1942.1,1893.86
359.0000,2399.3,2303.87,2265.91,2014,2084.24,2070.66,2034.53,2002.12,1972.71,1936.1,1888.56
359.5000,2395.5,2299.39,2260.52,2008.03,2079.2,2065.47,2028.56,1996.07,1966.06,1929.9,1881.58
360.0000,2390.85,2294.61,2254.32,2002.89,2073.42,2060.2,2023.42,1990.81,1960.15,1923.49,1875.24
360.5000,2386.07,2289.09,2248.62,1997.43,2066.65,2053.18,2016.5,1983.61,1953.04,1915.84,1868.42
361.0000,2380.4,2283.7,2242.12,1991.22,2060.14,2046.19,2010.59,1977.02,1946.14,1908.9,1861.34
361.5000,2373.54,2276.56,2234.87,1983.65,2052.14,2037.95,2001.05,1968.1,1937.14,1900.84,1851.84
362.0000,2365.25,2268.92,2227.43,1976.36,2043.45,2030.22,1992.55,1960.31,1928.29,1892.39,1842.05
362.5000,2358.02,2261.74,2220.06,1969.6,2036.19,2022.27,1984.82,1951.81,1919.72,1884.39,1833.45
363.0000,2349.23,2253.59,2211.65,1961.56,2027.68,2013.99,1976.4,1942.61,1910.26,1875.61,1824.08
363.5000,2341.71,2245.94,2202.81,1953.24,2019.22,2005.43,1967.85,1934.03,1901.9,1866.74,1816.4
364.0000,2332.09,2236.45,2193.5,1943.72,2009.36,1996.11,1958.33,1923.31,1892,1856.77,1806.13
364.5000,2323.18,2227.12,2183.89,1935.25,2001.09,1987.05,1949.16,1913.64,1882.76,1847.02,1796.55
365.0000,2312.53,2215.77,2173.36,1924.91,1989.94,1974.86,1937.61,1902.02,1871.56,1835.13,1784.53
365.5000,2300.99,2204.89,2162.06,1914.43,1979.35,1963.47,1926.45,1891.25,1860.66,1824.04,1772.88
366.0000,2290.07,2194.42,2151.72,1904.16,1969.62,1952.61,1915.75,1879.88,1850.28,1814.35,1762.9
366.5000,2277.37,2181.61,2139.46,1893.07,1958.26,1940.83,1904.07,1868.19,1838.49,1802.97,1751.43
367.0000,2265.27,2169.58,2127.62,1882.27,1947.17,1928.93,1892.91,1857.79,1827.36,1791.78,1739.85
367.5000,2251.42,2155.67,2113.63,1869.1,1933.83,1916.45,1879.16,1844.74,1813.4,1777.2,1725.79
368.0000,2237.39,2142.11,2100.22,1857.34,1920.61,1902.9,1866.68,1831.71,1799.75,1764.15,1712.5
368.5000,2224.3,2129.19,2087.02,1846.1,1908.03,1889.53,1854.16,1819.47,1787.41,1752.12,1700.75
369.0000,2209.66,2115.44,2072.52,1833.21,1894.14,1876.16,1840.74,1805.84,1773.41,1739.27,1687.8
369.5000,2195.81,2101.8,2059,1820.73,1881.63,1863.48,1828.09,1793.4,1760.35,1726.58,1675.68
370.0000,2179.69,2087.24,2043.81,1806.66,1866.98,1849.13,1813.29,1778.72,1745.6,1712.11,1661.39
370.5000,2164.85,2073.47,2029.61,1793.59,1853.36,1835.83,1800.67,1765.6,1733.17,1698.33,1648.3
371.0000,2147.59,2055.75,2011.74,1777.45,1836.98,1819.9,1784.38,1749.49,1717.45,1681.47,1632.45
371.5000,2130.6,2039.3,1995.59,1762.82,1821.62,1804.9,1769.39,1734.29,1702.17,1666.27,1617.59
372.0000,2115.15,2023.43,1980.85,1748.32,1808.08,1790.69,1754.95,1719.72,1688.87,1652,1603.58
372.5000,2097.64,2005.96,1963.62,1732.79,1791.67,1774.32,1739.45,1703.96,1672.96,1636.16,1588.24
373.0000,2081.18,1990.16,1948.04,1717.98,1777.01,1759.09,1724.63,1688.89,1658.4,1621.9,1574.15
373.5000,2061.72,1970.09,1929.09,1700.7,1759.01,1740.86,1706.97,1671.13,1641.37,1603.52,1557.12
374.0000,2043.72,1951.58,1910.63,1684,1742.03,1723.8,1690.01,1654.15,1624.97,1587.09,1540.75
374.5000,2026.76,1934.88,1893.29,1669.19,1726.77,1707.9,1674.54,1639.3,1609.61,1571.55,1525.9
375.0000,2006.83,1915.81,1874.69,1652.51,1709.51,1691.25,1657.05,1622,1592.11,1555.13,1509.53
375.5000,1987.39,1898.44,1857.91,1636.97,1693.76,1675.18,1641.46,1606.74,1576.59,1539.4,1494.14
376.0000,1965.44,1877.16,1837.31,1617.85,1674.09,1656.15,1622.66,1587.6,1558.58,1520.73,1475.94
376.5000,1944.51,1857.72,1817.35,1599.57,1656.93,1638.3,1604.56,1569.52,1540.78,1503.76,1458.99
377.0000,1925.51,1839.39,1798.96,1583.02,1640.35,1621.63,1588.27,1553.18,1525.35,1488.11,1443.46
377.5000,1904.21,1818.77,1779.13,1565.55,1621.81,1602.61,1569.9,1534.58,1507.55,1470.76,1426.4
378.0000,1885.12,1800.45,1761.1,1549.08,1605.21,1585.39,1553.01,1517.74,1490.81,1455.48,1410.37
378.5000,1861.87,1778.05,1739.06,1529.48,1584.51,1565.33,1532.74,1497.83,1470.43,1435.38,1391.31
