XYDATA,TRP_lipid-000_12-11-25-1,TRP_lipid-005_12-11-25-1,TRP_lipid-010_12-11-25-1,TRP_lipid-015_12-11-25-1,TRP_lipid-020_12-11-25-1,TRP_lipid-025_12-11-25-1,TRP_lipid-030_12-11-25-1,TRP_lipid-035_12-11-25-1,TRP_lipid-040_12-11-25-1,TRP_lipid-045_12-11-25-1,TRP_lipid-050_12-11-25-1
329.5000,1814.45,1766.82,1751.15,1721.63,1689.55,1658.02,1648.29,1628.5,1617.75,1589.34,1568.02
330.0000,1852.11,1802.87,1786.88,1756.07,1724.11,1691.99,1682.48,1661.38,1650.12,1621.6,1599.77
330.5000,1893.05,1842.04,1825.85,1794.48,1762.7,1728.42,1719.25,1697.65,1686.04,1657,1634.29
331.0000,1930.03,1877.81,1861.55,1829.53,1796.93,1761.79,1752.9,1730.34,1717.79,1688.98,1665.64
331.5000,1969.28,1916.19,1900.43,1867.88,1834.43,1797.47,1790.16,1766.5,1753.17,1723.39,1699.57
332.0000,2005.84,1951.47,1934.67,1902.27,1867.61,1829.97,1822.77,1798.16,1785.12,1754.22,1729.85
332.5000,2044.72,1989.42,1972.35,1939.6,1904.07,1866,1858.37,1833.24,1819.87,1788.54,1763.2
333.0000,2087.86,2031.19,2012.59,1979.32,1943.93,1903.9,1896.49,1871.47,1857.02,1825.29,1798.66
333.5000,2119.13,2061.82,2042.51,2009.27,1973.07,1932.47,1924.99,1899.54,1884.66,1852.52,1825.98
334.0000,2159.7,2101.78,2082.44,2047.6,2011.39,1969.61,1962.02,1935.95,1920.21,1887.88,1860.72
334.5000,2193.52,2134.69,2114.49,2078.77,2042.47,2000.41,1992.56,1966.02,1950.13,1917.09,1890.26
335.0000,2230.36,2170.56,2149.68,2112.28,2076.76,2033.91,2026.47,1998.72,1983.02,1948.36,1921.1
335.5000,2262.32,2202.28,2181.28,2142.71,2107.01,2063.69,2055.74,2027.54,2012.05,1976.2,1949.25
336.0000,2297.97,2235.85,2215.14,2176.38,2139.64,2095.26,2087.72,2059.32,2043.14,2006.73,1978.96
336.5000,2329.48,2266.6,2245.58,2206.31,2169.33,2124.14,2116.35,2087.44,2070.83,2033.98,2005.23
