XYDATA,BFII_nolipid-no_12-11-25-1,BFII_nolipid-no_12-11-25-2,BFII_nolipid-no_12-11-25-3,BFII_nolipid-no_12-11-25-4,BFII_nolipid-no_12-11-25-5,BFII_nolipid-no_12-11-25-6,BFII_nolipid-no_12-11-25-7,BFII_nolipid-no_12-11-25-8,BFII_nolipid-no_12-11-25-9,BFII_nolipid-no_12-11-25-10,BFII_nolipid-no_12-11-25-11
402.5000,765.135,721.98,709.961,696.665,664.281,709.634,688.793,719.525,703.405,708.214,728.557
403.0000,749.687,707.132,695.482,682.219,650.688,694.713,674.512,704.538,689.001,693.611,713.37
403.5000,735.75,693.576,682.027,669.546,638.09,681.325,661.804,690.727,675.77,680.266,699.489
404.0000,723.105,681.656,669.911,658.149,626.641,669.542,649.964,678.671,663.59,668.012,687.218
404.5000,710.552,669.868,658.238,646.793,615.39,657.83,638.034,666.826,651.736,656.21,675.694
405.0000,696.678,657.029,645.727,633.719,603.382,644.845,625.937,654.044,638.942,643.811,662.435
405.5000,681.898,642.919,631.64,619.825,590.164,630.977,612.47,640.363,625.829,630.274,648.504
406.0000,669.808,631.62,620.725,608.985,579.886,619.667,601.631,629.678,614.407,619.474,636.883
406.5000,656.567,619.62,608.861,597.175,568.175,607.408,590.148,617.403,602.459,607.54,624.11
407.0000,642.566,606.688,596.207,584.258,556.013,594.018,577.428,604.318,589.793,594.13,610.808
407.5000,630.065,594.773,584.226,572.929,545.366,582.782,566.424,592.466,578.523,582.442,599.263
408.0000,619.09,583.971,574.004,562.626,535.434,572.341,556.415,581.963,568.177,571.95,588.711
408.5000,605.963,570.937,561.778,550.583,524.039,560.056,544.288,569.764,555.882,559.525,575.988
409.0000,596.029,561.324,552.186,541.763,515.404,550.589,535.207,560.102,547.003,550.298,566.298
409.5000,582.944,549.116,540.239,529.88,504.291,538.583,523.575,547.788,534.911,538.056,553.559
410.0000,572.315,539.223,530.332,520.219,495.29,528.647,513.788,538.062,525.066,528.265,543.755
410.5000,560.96,528.093,519.993,509.697,485.579,517.728,503.393,526.948,514.296,517.59,532.548
411.0000,548.189,516.577,508.43,498.572,474.966,506.543,491.943,515.046,503.462,506.073,520.729
411.5000,538.722,507.021,499.044,489.423,465.941,497.652,482.462,505.71,493.893,496.631,511.191
412.0000,527.775,496.384,488.908,479.41,455.865,487.58,472.658,495.361,483.49,486.639,500.922
412.5000,516.531,485.496,478.45,468.874,445.845,476.633,462.263,484.326,472.782,475.947,490.134
413.0000,505.445,475.338,468.78,459.129,437.024,466.804,452.968,474.506,463.257,466.177,480.043
413.5000,495.82,466.491,460.197,450.078,428.855,457.952,444.455,465.732,454.65,457.925,470.973
414.0000,484.379,455.508,449.772,440.018,419.037,447.229,434.615,455.509,444.176,447.295,460.306
414.5000,476.183,447.508,442.142,432.535,411.82,439.574,427.084,447.189,436.58,439.74,452.404
415.0000,465.666,437.64,431.745,422.784,402.64,429.599,417.34,437.526,426.476,429.726,441.952
415.5000,456.996,429.386,423.271,414.664,394.874,421.405,409.26,429.035,418.262,421.654,433.791
416.0000,447.521,420.315,414.195,406.049,386.485,412.628,400.537,420.419,409.615,412.954,424.724
