XYDATA,BFII_nolipid-no_12-11-25-1,BFII_nolipid-no_12-11-25-2,BFII_nolipid-no_12-11-25-3,BFII_nolipid-no_12-11-25-4,BFII_nolipid-no_12-11-25-5,BFII_nolipid-no_12-11-25-6,BFII_nolipid-no_12-11-25-7,BFII_nolipid-no_12-11-25-8,BFII_nolipid-no_12-11-25-9,BFII_nolipid-no_12-11-25-10,BFII_nolipid-no_12-11-25-11
382.0000,1715.14,1703.46,1669.67,1641.56,1613.31,1571.04,1574.86,1570.24,1574.04,1560.62,1542.26
382.5000,1692.29,1681.66,1647.9,1620.13,1592.39,1551.66,1554.52,1549.74,1553.86,1539.94,1521.95
383.0000,1672.19,1661.41,1628.01,1600.76,1573.29,1533.34,1536.21,1531.11,1535.34,1520.79,1502.85
383.5000,1647.18,1636.48,1603.95,1577.61,1550.35,1510.58,1513.51,1509.34,1512.07,1499.16,1480.67
384.0000,1624.8,1613.5,1582.6,1555.91,1529.3,1489.83,1493.02,1488.54,1490.61,1478.68,1460.58
384.5000,1603.84,1593.73,1562.9,1536.24,1509.81,1471.01,1474.41,1469.65,1471.07,1460.28,1442.33
385.0000,1581.33,1571.75,1541.08,1514.17,1488.42,1450.43,1453.56,1449.22,1450.18,1439.69,1422.54
385.5000,1561.26,1551.23,1521.24,1494.89,1469.24,1431.19,1434.74,1429.97,1431.17,1421.05,1404.25
386.0000,1537.03,1526.81,1497.3,1471.26,1446.46,1409.01,1411.77,1407.42,1408.68,1398.09,1382.65
386.5000,1514.66,1505.03,1475.68,1449.37,1425.47,1388.35,1391,1386.83,1388.42,1377.95,1362.67
387.0000,1494.36,1484.95,1455.98,1430.08,1406.55,1370.04,1371.89,1368.37,1370.33,1359.69,1344.59
387.5000,1472.17,1462.63,1433.88,1407.92,1385.25,1349.15,1351.09,1348.74,1349.6,1339.3,1324.28
388.0000,1452.08,1442.39,1413.75,1387.96,1366.22,1329.77,1332.23,1329.99,1331.32,1320.78,1306.26
388.5000,1427.98,1418.26,1390.7,1364.33,1343.61,1307.11,1310.05,1307.55,1309.3,1298.57,1283.96
389.0000,1405.99,1396.26,1368.82,1343.29,1323.18,1286.71,1289.29,1287.9,1289.01,1278.27,1264.19
389.5000,1385.85,1376.59,1348.85,1324.44,1304.61,1268.88,1271.09,1269.55,1270.31,1259.99,1246.14
390.0000,1362.06,1353.05,1326.2,1301.83,1282.15,1246.73,1248.9,1247.82,1248.84,1238.62,1224.69
390.5000,1344.41,1335.46,1308.99,1285.03,1265.27,1230.54,1232.01,1231.43,1232.47,1221.9,1208.87
391.0000,1321.29,1312.49,1285.88,1262.79,1243.28,1209.48,1210.69,1210.58,1210.83,1200.82,1187.96
391.5000,1299.76,1291.16,1264.8,1242.7,1223.28,1189.95,1191.5,1190.42,1191.29,1181.1,1168.41
392.0000,1280.97,1272.36,1245.94,1224.16,1204.61,1172.33,1173.54,1172.97,1173.07,1163.46,1151.16
392.5000,1257.82,1249.66,1223.55,1202.64,1182.94,1151.66,1152.28,1151.59,1151.67,1142.94,1130.27
393.0000,1240.71,1231.87,1206.76,1186.66,1167.23,1135.85,1136.54,1136.08,1135.95,1127.44,1114.84
393.5000,1218.35,1209.5,1184.65,1164.94,1145.79,1115.08,1115.63,1116.17,1114.99,1107.13,1094.58
394.0000,1198.19,1189.61,1164.73,1145.23,1125.95,1096.07,1096.32,1097.47,1096.16,1088.44,1075.6
